field_1,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_basement2,was_renovated,Hub distance_HubDist
"144","6071600370",2015/02/27,500000,"4",2.25,"2030","8517",1,false,NONE,Good,8 Good,"1380","650.0","1961",1961,"98006",47.5495,-122.174,"2230","8824","650",false,0.322183848168523
"145","1526069017",2014/12/03,921500,"4",2.5,"3670","315374",2,false,NONE,Good,9 Better,"3670","0.0","1994",1994,"98077",47.7421,-122.026,"2840","87991","0",false,0.806521199590066
"146","809001525",2014/06/25,890000,"4",1,"2550","4000",2,false,NONE,Average,8 Good,"2370","180.0","1905",1905,"98109",47.6354,-122.353,"2200","4000","180",false,0.751174676489244
"147","3224079105",2014/08/06,430000,"2",2.5,"2420","60984",2,false,NONE,Average,7 Average,"2420","0.0","2007",2007,"98027",47.5262,-121.943,"1940","193842","0",false,0.341452646608108
"148","8075400570",2014/10/30,258000,"5",2,"2260","12500",1,false,NONE,Good,8 Good,"1130","1130.0","1960",1960,"98032",47.3887,-122.286,"1360","18000","1130",false,0.59714317000603
"149","1994200024",2014/11/04,511000,"3",1,"1430","3455",1,false,NONE,Average,7 Average,"980","450.0","1947",1947,"98103",47.6873,-122.336,"1450","4599","450",false,0.178349824892758
"150","3362900810",2014/08/20,532170,"3",2,"1360","3090",2,false,NONE,Average,8 Good,"1360","0.0","1990",1990,"98103",47.6838,-122.353,"1500","3090","0",false,0.459995774199802
"151","1324300398",2015/04/09,560000,"3",1,"1110","5000",1.5,false,NONE,Average,7 Average,"1110","0.0","1947",1947,"98107",47.655,-122.359,"1420","5000","0",false,0.148643004581904
"152","537000445",2015/03/31,282950,"3",1,"1250","8200",1,false,NONE,Good,7 Average,"1250","0.0","1954",1954,"98003",47.3255,-122.304,"1680","8633","0",false,0.0584370729851268
"153","7855801670",2015/04/01,2250000,"4",3.25,"5180","19850",2,false,GOOD,Average,12 Luxury,"3540","1640.0","2006",2006,"98006",47.562,-122.162,"3160","9750","1640",false,0.256662276501491
"154","7920100045",2014/05/16,350000,"1",1,"700","5100",1,false,NONE,Average,7 Average,"700","0.0","1942",1942,"98115",47.679,-122.3,"1010","5100","0",false,0.584517186782438
"155","8960000030",2014/07/28,215000,"3",1,"1180","7669",1,false,NONE,Good,7 Average,"1180","0.0","1967",1967,"98058",47.4479,-122.176,"1190","7669","0",false,0.223743138666974
"156","6388930390",2014/11/20,650000,"5",3.5,"3960","25245",2,false,NONE,Average,9 Better,"2500","1460.0","1996",1996,"98056",47.525,-122.172,"2640","13675","1460",false,0.141223556442068
"157","8731900200",2014/08/07,320000,"4",2.75,"2640","7500",1,false,NONE,Average,8 Good,"1620","1020.0","1967",1967,"98023",47.3135,-122.369,"1980","7875","1020",false,0.134911144742464
"158","8029200135",2014/11/13,247000,"3",2,"1270","7198",1.5,false,NONE,Average,7 Average,"1270","0.0","1916",2013,"98022",47.2086,-121.996,"1160","7198","0",true,0.571172345315519
"159","1081200350",2014/10/03,320000,"4",1.75,"1760","11180",1,false,NONE,Good,8 Good,"1760","0.0","1968",1968,"98059",47.4715,-122.118,"1730","11180","0",false,0.417602316208917
"160","84000105",2014/05/07,255000,"5",2.25,"2060","8632",1,false,NONE,Average,7 Average,"1030","1030.0","1962",1962,"98146",47.4877,-122.335,"1010","11680","1030",false,0.404897155888245
"161","3756500060",2015/03/09,438000,"3",1.75,"1780","9660",1,false,NONE,Average,7 Average,"1780","0.0","1962",1962,"98034",47.7171,-122.193,"1200","9660","0",false,0.208719659273635
"162","7215720160",2015/03/04,900000,"3",2.5,"3400","16603",2,false,NONE,Average,10 Very Good,"3400","0.0","2000",2000,"98075",47.6012,-122.023,"3400","12601","0",false,0.287920845140311
"163","3574800520",2014/06/20,441000,"3",2.75,"1910","7280",1,false,NONE,Average,7 Average,"1160","750.0","1979",1979,"98034",47.7319,-122.224,"1710","8152","750",false,0.306007003760344
"164","2617300160",2014/08/12,420000,"3",2,"2020","38332",1,false,NONE,Good,7 Average,"1010","1010.0","1975",1975,"98027",47.4582,-122.023,"2110","36590","1010",false,0.128673807152919
"165","2558660270",2014/12/08,370000,"3",1.75,"1580","7000",1,false,NONE,Average,7 Average,"1180","400.0","1976",1976,"98034",47.7209,-122.168,"1640","7500","400",false,0.575845413505204
"166","2009000370",2015/02/19,269950,"2",1.75,"1340","7250",1,false,NONE,Very Good,5 Fair,"700","640.0","1949",1949,"98198",47.408,-122.327,"1830","9750","640",false,0.316772828093991
"167","1836980160",2015/03/24,807100,"4",2.5,"2680","4499",2,false,NONE,Average,9 Better,"2680","0.0","1999",1999,"98006",47.565,-122.125,"2920","4500","0",false,0.702123507966069
"168","3261020370",2014/06/05,653000,"3",2.5,"2680","9750",1,false,NONE,Good,8 Good,"1610","1070.0","1979",1979,"98034",47.7028,-122.231,"2480","8750","1070",false,0.366025927875555
"169","1755700060",2014/06/11,371500,"3",2,"1370","8336",1,false,NONE,Very Good,7 Average,"1370","0.0","1964",1964,"98133",47.7458,-122.331,"1770","7288","0",false,0.354120656015461
"170","4330600435",2015/03/16,284000,"3",1.75,"1560","21000",1,false,NONE,Average,7 Average,"1560","0.0","1954",1954,"98166",47.4776,-122.337,"1070","7920","0",false,0.692440895783623
"171","9542800700",2015/01/02,272000,"3",1.75,"2160","7140",1,false,NONE,Good,7 Average,"1670","490.0","1978",1978,"98023",47.3026,-122.374,"1930","7350","490",false,0.391655893359179
"172","1999700045",2014/05/02,313000,"3",1.5,"1340","7912",1.5,false,NONE,Average,7 Average,"1340","0.0","1955",1955,"98133",47.7658,-122.339,"1480","7940","0",false,0.340458684873916
"173","1762600070",2015/01/16,917500,"4",2.5,"3880","35003",2,false,NONE,Average,10 Very Good,"2570","1310.0","1984",1984,"98033",47.6477,-122.182,"3740","35230","1310",false,0.0729390808308667
"174","1687900520",2014/09/29,673000,"4",2.25,"2590","8190",2,false,NONE,Good,8 Good,"2590","0.0","1980",1980,"98006",47.5619,-122.125,"2260","8335","0",false,0.595913305052479
"175","7234600798",2015/02/10,425000,"3",2.5,"1120","1100",2,false,NONE,Average,8 Good,"820","300.0","2008",2008,"98122",47.6106,-122.31,"1590","1795","300",false,0.600907472935717
"176","3881900445",2014/07/09,399950,"5",2.75,"1970","5400",1,false,NONE,Average,7 Average,"1320","650.0","1986",1986,"98144",47.5868,-122.308,"1280","2150","650",false,0.445866610095143
"177","2254502445",2014/05/30,385000,"3",1,"1220","4800",1,false,NONE,Average,6 Low Average,"1220","0.0","1901",1901,"98122",47.6101,-122.307,"1200","4800","0",false,0.724777663415335
"178","5437810320",2014/11/17,269950,"3",1.5,"1950","7560",1,false,AVERAGE,Good,7 Average,"1320","630.0","1975",1975,"98022",47.1976,-121.999,"1950","8941","630",false,1.01797333904445
"179","9158100075",2015/01/07,330000,"2",1,"1350","8220",1,false,NONE,Average,7 Average,"1060","290.0","1949",1949,"98177",47.7224,-122.358,"1540","8280","290",false,0.377554405259472
"180","3830630310",2014/07/25,260000,"3",2.5,"1670","5797",2,false,NONE,Average,7 Average,"1670","0.0","1988",1988,"98030",47.3505,-122.179,"1670","6183","0",false,0.0532614863696409
"181","8123100045",2015/04/14,470000,"4",3,"2380","5125",1.5,false,NONE,Good,7 Average,"1680","700.0","1925",1925,"98126",47.5384,-122.376,"1410","5375","700",false,0.112185231312369
"182","3127200041",2014/06/13,589000,"4",3,"2440","9600",2,false,NONE,Very Good,7 Average,"2440","0.0","1961",1961,"98034",47.7044,-122.2,"2290","9600","0",false,0.404224459568156
"183","6661200320",2014/07/23,163500,"2",1.5,"1050","3419",2,false,NONE,Average,7 Average,"1050","0.0","1996",1996,"98038",47.3848,-122.039,"1050","3417","0",false,0.385418173337884
"184","11510310",2014/09/05,835000,"4",2.75,"3130","13412",2,false,NONE,Average,9 Better,"2140","990.0","1993",1993,"98052",47.6993,-122.102,"2260","9984","990",false,0.144312326810185
"185","825059270",2014/11/21,1100000,"5",3,"4090","12850",1,false,AVERAGE,Good,10 Very Good,"2090","2000.0","1986",1986,"98033",47.6627,-122.188,"2540","10270","2000",false,0.863229915144145
"186","8731951370",2015/04/15,269000,"4",1.75,"1490","10000",1,false,NONE,Good,8 Good,"1100","390.0","1969",1969,"98023",47.3099,-122.379,"2190","8910","390",false,0.116204333474731
"187","1954440060",2014/05/05,560000,"3",2.5,"1900","8744",2,false,NONE,Average,8 Good,"1900","0.0","1987",1987,"98074",47.62,-122.043,"2030","8744","0",false,0.405088513818121
"188","2264500350",2015/04/18,615000,"4",1,"1330","2400",1.5,false,NONE,Good,6 Low Average,"1330","0.0","1901",1901,"98103",47.65,-122.34,"1330","4400","0",false,0.1632186966447
"189","1115810060",2014/12/05,585188,"3",2.25,"2230","10026",1,false,NONE,Average,8 Good,"1430","800.0","1975",1975,"98052",47.6647,-122.153,"2230","9340","800",false,0.053130731043776
"190","9477200200",2014/08/18,305000,"3",1.75,"1650","9480",1,false,NONE,Average,7 Average,"1220","430.0","1977",1977,"98034",47.726,-122.191,"1540","8400","430",false,0.310286574758396
"191","1432600560",2014/11/05,166950,"3",1,"1190","8820",1,false,NONE,Average,6 Low Average,"1190","0.0","1959",1959,"98058",47.4616,-122.184,"1230","7980","0",false,0.866294640832642
"192","2287000060",2014/09/12,799000,"3",2.5,"2140","9897",1,false,NONE,Good,8 Good,"2140","0.0","1959",1959,"98040",47.5505,-122.219,"2680","10083","0",false,0.414635536983675
"193","3663500060",2014/06/25,400000,"3",2.5,"2180","7508",1,false,NONE,Good,7 Average,"1420","760.0","1962",1962,"98133",47.7606,-122.336,"1900","7818","760",false,0.0685200326247137
"194","3996900125",2014/12/01,230000,"3",1,"1060","10228",1,false,NONE,Average,7 Average,"1060","0.0","1948",1948,"98155",47.7481,-122.3,"1570","10228","0",false,0.816384491358527
"195","7796450200",2014/05/15,256883,"3",2.5,"1690","5025",2,false,NONE,Average,8 Good,"1690","0.0","2003",2003,"98023",47.2779,-122.347,"2550","5001","0",false,0.795728936251795
"196","7549802535",2014/11/11,423000,"4",2,"1970","6480",1.5,false,NONE,Very Good,7 Average,"1130","840.0","1920",1920,"98108",47.5511,-122.312,"1500","6480","840",false,1.01455387515067
"197","3278600320",2014/07/23,465000,"3",2.5,"2150","4084",2,false,NONE,Average,8 Good,"2150","0.0","2007",2007,"98126",47.5488,-122.372,"1750","2385","0",false,0.0559280227605383
"198","2824079053",2015/01/13,440000,"3",2.5,"1910","66211",2,false,NONE,Average,7 Average,"1910","0.0","1997",1997,"98024",47.5385,-121.911,"2330","67268","0",false,0.787901116069296
"199","1222069094",2014/10/14,385000,"3",1.75,"1350","155073",1,false,NONE,Good,7 Average,"1350","0.0","1969",1969,"98038",47.4058,-121.994,"1560","50965","0",false,0.145371164459574
"200","3542300060",2015/03/11,210000,"3",1,"860","11725",1,false,NONE,Good,6 Low Average,"860","0.0","1943",1943,"98056",47.5093,-122.184,"1300","9514","0",false,0.607738289941867
"201","2222059065",2014/11/12,297000,"3",2.5,"1940","14952",2,false,NONE,Average,8 Good,"1940","0.0","1994",1994,"98042",47.3777,-122.165,"2030","10450","0",false,0.289022167000158
"202","7551300060",2014/07/16,470000,"3",1,"1010","5000",1,false,NONE,Average,7 Average,"1010","0.0","1952",1952,"98107",47.675,-122.394,"1680","5000","0",false,0.516644726254593
"203","100600550",2014/08/04,226500,"3",1.5,"1300","7370",1,false,NONE,Good,7 Average,"900","400.0","1976",1976,"98023",47.3025,-122.37,"1430","7500","400",false,0.20805153934656
"204","3211100860",2015/03/03,274250,"3",1,"910","8450",1,false,NONE,Good,6 Low Average,"910","0.0","1962",1962,"98059",47.4787,-122.158,"1400","8040","0",false,0.603719352527409
"205","3456000310",2014/08/04,840000,"4",1.75,"2480","11010",1,false,NONE,Good,9 Better,"1630","850.0","1966",1966,"98040",47.5378,-122.219,"2770","10744","850",false,0.369697146001435
"206","9526600140",2014/09/19,677900,"3",2.5,"2440","4587",2,false,NONE,Average,8 Good,"2440","0.0","2010",2010,"98052",47.7073,-122.114,"2750","4587","0",false,0.153776729094528
"207","7465900060",2015/02/05,425000,"3",1,"1010","5864",1,false,NONE,Average,7 Average,"1010","0.0","1915",1915,"98116",47.5733,-122.381,"1290","5000","0",false,0.802356175074076
"208","1222000055",2014/11/23,180250,"2",0.75,"900","9600",1,false,NONE,Average,6 Low Average,"900","0.0","1941",1941,"98166",47.4604,-122.339,"1250","14280","0",false,0.583085046063216
"209","6300000550",2014/07/17,464000,"6",3,"2300","3404",2,false,NONE,Average,7 Average,"1600","700.0","1920",1994,"98133",47.7067,-122.343,"1560","1312","700",true,0.951310292422349
"210","2310030510",2015/04/22,320000,"4",2.25,"1550","7579",2,false,NONE,Average,8 Good,"1550","0.0","1993",1993,"98038",47.354,-122.047,"1630","6397","0",false,0.130737251304753
"211","1025049114",2014/07/17,625504,"3",2.25,"1270","1566",2,false,NONE,Average,8 Good,"1060","210.0","2014",2014,"98105",47.6647,-122.284,"1160","1327","210",false,0.349165944169895
"212","8677300550",2014/05/15,592500,"4",2.5,"2240","12032",1,false,NONE,Average,9 Better,"2240","0.0","1983",1983,"98074",47.6143,-122.017,"2520","12368","0",false,0.0768170074044803
"213","4014400292",2015/01/14,465000,"3",2.5,"2714","17936",2,false,NONE,Average,9 Better,"2714","0.0","2005",2005,"98001",47.3185,-122.275,"2590","18386","0",false,0.547916691130476
"214","1102000196",2014/05/27,477000,"4",2.75,"1720","6270",2,false,NONE,Average,8 Good,"1720","0.0","1978",1978,"98118",47.5458,-122.268,"2130","8700","0",false,0.470050991733314
"215","257000138",2015/01/15,280000,"2",1,"850","16400",1,false,NONE,Average,6 Low Average,"850","0.0","1923",1923,"98168",47.4889,-122.299,"1100","14459","0",false,0.813739872731642
"216","46100204",2015/02/21,1510000,"5",3,"3300","33474",1,false,GOOD,Average,9 Better,"1870","1430.0","1957",1991,"98040",47.5673,-122.21,"3836","20953","1430",true,0.0920790173559404
"217","1909600046",2014/07/03,445838,"3",2.5,"2250","5692",2,false,NONE,Average,8 Good,"2250",?,"2000",2000,"98146",47.5133,-122.379,"1320","5390","0",false,0.752336786596318
"218","1250202145",2014/08/28,1070000,"2",2.25,"3900","14864",1,false,GOOD,Average,8 Good,"1950","1950.0","1947",1947,"98144",47.5884,-122.291,"2580","5184","1950",false,0.287748453600366
"219","7611200125",2014/10/23,467000,"2",1.5,"1320","10800",1,false,NONE,Good,8 Good,"1320","0.0","1947",1947,"98177",47.7145,-122.367,"2120","12040","0",false,0.261221984062845
"220","5611500140",2014/08/22,686000,"4",2.5,"2760","6440",2,false,NONE,Average,10 Very Good,"2760","0.0","1999",1999,"98075",47.5836,-122.026,"3070","8127","0",false,0.142028224319156
"221","7138000260",2014/06/05,279950,"3",2,"1750","9750",1,false,NONE,Average,7 Average,"1350","400.0","1961",1961,"98198",47.398,-122.299,"1900","10125","400",false,0.741060429648309
"222","626059335",2014/09/04,527000,"4",2.25,"2330","19436",2,false,NONE,Average,8 Good,"2330","0.0","1987",1987,"98011",47.7663,-122.215,"1910","10055","0",false,0.846878994946202
"223","1922059282",2014/09/18,325000,"3",2.25,"2220","16020",1,false,NONE,Good,8 Good,"1780","440.0","1966",1966,"98030",47.3758,-122.217,"2080","9583","440",false,0.490980769164846
"224","705700390",2014/09/03,328000,"3",2.25,"2020","8379",2,false,NONE,Average,7 Average,"2020","0.0","1994",1994,"98038",47.3828,-122.023,"2020","8031","0",false,0.222012741745046
"225","7454001200",2014/06/04,390000,"3",2.25,"1250","7500",1,false,NONE,Very Good,7 Average,"1250","0.0","1942",1942,"98146",47.5123,-122.373,"1280","7392","0",false,0.97792029742901
"226","8682281200",2015/03/09,479950,"2",2,"1510","6516",1,false,NONE,Average,8 Good,"1510","0.0","2005",2005,"98053",47.7076,-122.013,"1640","6009","0",false,0.158143061757264
"227","7972000200",2014/05/29,264950,"4",2.25,"1720","9753",1,false,NONE,Good,7 Average,"1120","600.0","1978",1978,"98023",47.2922,-122.371,"1510","9753","600",false,0.67707416996428
"228","722059070",2015/01/15,235000,"3",1,"1430","15246",1,false,NONE,Good,7 Average,"980","450.0","1961",1961,"98031",47.4075,-122.214,"1960","13068","450",false,0.255563942081964
"229","7202340400",2015/03/03,516500,"3",2.5,"1480","4729",2,false,NONE,Average,7 Average,"1480","0.0","2004",2004,"98053",47.6794,-122.034,"2250","4729","0",false,0.0353783016761949
"230","8096000060",2015/04/13,655000,"2",1.75,"1450","15798",2,true,EXCELLENT,Average,7 Average,"1230","220.0","1915",1978,"98166",47.4497,-122.375,"2030","13193","220",true,0.0158220919362208
"231","2424000060",2014/06/16,500000,"4",2.75,"2280","15347",1,false,NONE,Very Good,7 Average,"2280","0.0","1960",1960,"98059",47.5218,-122.164,"2280","15347","0",false,0.257557481349785
"232","9264902050",2014/11/21,315000,"6",2.75,"2940","7350",1,false,NONE,Average,8 Good,"1780","1160.0","1978",1978,"98023",47.3103,-122.339,"2120","8236","1160",false,0.152816818988249
"233","943100260",2014/11/20,213000,"2",1,"1000","10200",1,false,NONE,Average,6 Low Average,"1000","0.0","1961",1961,"98024",47.5687,-121.899,"1150","13702","0",false,0.482257339777819
"234","3677400445",2014/09/02,475000,"3",1.5,"2480","5280",1.5,false,NONE,Very Good,7 Average,"1620","860.0","1947",1947,"98108",47.5575,-122.303,"2090","4800","860",false,0.799616265826212
"235","1762600320",2014/06/10,1030000,"5",4,"3760","28040",2,false,NONE,Average,10 Very Good,"3760","0.0","1983",1983,"98033",47.6489,-122.183,"3430","35096","0",false,0.0967517982475584
"236","4058000060",2015/04/09,416000,"3",2,"2220","94300",1,false,NONE,Very Good,7 Average,"1640","580.0","1976",1976,"98010",47.3459,-121.95,"2070","80100","580",false,0.110543414248143
"237","7228500560",2015/03/20,410000,"4",1,"1970","4740",1.5,false,NONE,Average,7 Average,"1670","300.0","1904",2005,"98122",47.6136,-122.303,"1510","4740","300",true,0.766801161432269
"238","326069104",2014/07/01,800000,"3",3.5,"3830","221284",2,false,NONE,Average,10 Very Good,"3530","300.0","1993",1993,"98077",47.7641,-122.023,"2920","148539","300",false,0.320391001842836
"239","5152100060",2014/05/29,472000,"6",2.5,"4410","14034",1,false,AVERAGE,Good,9 Better,"2350","2060.0","1965",1965,"98003",47.3376,-122.324,"2600","13988","2060",false,0.587135828670809
"240","3584000310",2014/12/08,225000,"3",1.75,"1430","8505",1,false,NONE,Good,7 Average,"1430","0.0","1968",1968,"98003",47.3173,-122.319,"1190","8640","0",false,0.37216222723791
"241","8150100045",2014/10/01,210000,"2",1,"830","6000",1,false,NONE,Average,6 Low Average,"830","0.0","1940",1940,"98126",47.5308,-122.376,"830","4960","0",false,0.624706122136218
"242","1868901275",2015/01/27,455000,"2",1,"1430","5000",1.5,false,NONE,Fair,7 Average,"1430","0.0","1925",1925,"98115",47.6727,-122.299,"1450","3750","0",false,0.840627340767341
"243","6131600075",2015/04/27,225000,"3",1,"1300","8316",1,false,NONE,Good,6 Low Average,"1300","0.0","1954",1954,"98002",47.3221,-122.216,"1260","8316","0",false,1.04486878988671
"244","9468200125",2014/08/26,480000,"2",1,"1030","3060",1,false,AVERAGE,Good,7 Average,"790","240.0","1918",1918,"98103",47.6779,-122.353,"1390","3060","240",false,0.340907380398622
"245","8029510030",2015/02/12,363000,"3",2.5,"2740","11872",2,false,NONE,Average,9 Better,"2740","0.0","1990",1990,"98023",47.3076,-122.395,"2570","10377","0",false,0.342462994910385
